date,WS2M,T2M,T2M_MAX,PRECTOTCORR,latitude,longitude
2025-04-15,2.17,18.43,27.51,0.0,30.0444,31.2357
2025-04-16,4.17,18.6,28.02,0.0,30.0444,31.2357
2025-04-17,4.28,20.89,31.4,0.0,30.0444,31.2357
2025-04-18,4.08,22.18,32.61,0.0,30.0444,31.2357
2025-04-19,3.01,22.72,33.78,0.0,30.0444,31.2357
2025-04-20,3.22,23.45,33.54,0.0,30.0444,31.2357
2025-04-21,1.73,27.21,37.06,0.0,30.0444,31.2357
2025-04-22,2.68,30.76,39.85,0.0,30.0444,31.2357
2025-04-23,3.53,26.84,34.79,0.0,30.0444,31.2357
2025-04-24,2.6,20.41,24.08,0.0,30.0444,31.2357
2025-04-25,2.64,21.47,29.11,0.0,30.0444,31.2357
2025-04-26,2.7,21.87,28.75,0.0,30.0444,31.2357
2025-04-27,3.16,22.29,29.99,0.0,30.0444,31.2357
2025-04-28,3.18,21.63,30.07,0.0,30.0444,31.2357
2025-04-29,3.01,23.14,31.65,0.0,30.0444,31.2357
2025-04-30,5.13,23.2,31.49,0.0,30.0444,31.2357
2025-05-01,2.69,20.88,28.06,0.0,30.0444,31.2357
2025-05-02,3.04,21.0,27.93,0.0,30.0444,31.2357
2025-05-03,2.88,20.28,26.27,0.01,30.0444,31.2357
2025-05-04,2.71,20.1,26.43,0.01,30.0444,31.2357
2025-05-05,1.93,21.98,29.96,0.0,30.0444,31.2357
2025-05-06,1.92,25.5,33.56,0.0,30.0444,31.2357
2025-05-07,3.56,26.63,36.0,0.0,30.0444,31.2357
2025-05-08,3.91,26.38,36.19,0.0,30.0444,31.2357
2025-05-09,3.85,28.16,38.18,0.0,30.0444,31.2357
2025-05-10,3.12,28.88,38.1,0.0,30.0444,31.2357
2025-05-11,3.13,31.67,41.74,0.0,30.0444,31.2357
2025-05-12,3.41,25.62,33.4,0.0,30.0444,31.2357
2025-05-13,4.68,28.29,37.11,0.0,30.0444,31.2357
2025-05-14,3.45,24.23,31.41,0.0,30.0444,31.2357
2025-05-15,2.08,23.65,31.74,0.0,30.0444,31.2357
2025-05-16,3.16,29.17,39.46,0.0,30.0444,31.2357
2025-05-17,3.93,32.46,43.09,0.0,30.0444,31.2357
2025-05-18,5.04,26.93,36.08,0.0,30.0444,31.2357
2025-05-19,4.95,24.35,33.42,0.0,30.0444,31.2357
2025-05-20,4.39,22.93,32.42,0.0,30.0444,31.2357
2025-05-21,3.94,23.47,32.71,0.66,30.0444,31.2357
2025-05-22,3.19,24.22,34.34,6.19,30.0444,31.2357
2025-05-23,2.95,26.18,36.7,0.0,30.0444,31.2357
2025-05-24,2.92,28.7,39.02,0.0,30.0444,31.2357
2025-05-25,2.85,30.33,39.88,0.0,30.0444,31.2357
2025-05-26,4.45,29.23,39.98,0.0,30.0444,31.2357
2025-05-27,4.36,24.1,31.47,1.18,30.0444,31.2357
2025-05-28,3.15,23.84,32.59,0.0,30.0444,31.2357
2025-05-29,2.44,25.42,33.02,0.0,30.0444,31.2357
2025-05-30,1.78,26.44,33.42,0.0,30.0444,31.2357
2025-05-31,3.58,26.08,32.7,0.0,30.0444,31.2357
2025-06-01,3.48,25.73,32.94,0.0,30.0444,31.2357
2025-06-02,3.6,24.85,32.07,0.0,30.0444,31.2357
2025-06-03,3.46,25.08,33.53,0.0,30.0444,31.2357
2025-06-04,3.66,26.62,35.67,0.0,30.0444,31.2357
2025-06-05,3.7,27.24,36.81,0.0,30.0444,31.2357
2025-06-06,3.32,28.19,38.0,0.0,30.0444,31.2357
2025-06-07,3.5,28.35,38.35,0.0,30.0444,31.2357
2025-06-08,3.36,27.89,37.54,0.0,30.0444,31.2357
2025-06-09,2.68,28.56,37.74,0.0,30.0444,31.2357
2025-06-10,3.25,29.4,39.25,0.0,30.0444,31.2357
2025-06-11,2.73,29.06,38.38,0.0,30.0444,31.2357
2025-06-12,3.01,29.42,38.65,0.0,30.0444,31.2357
2025-06-13,3.72,29.56,39.67,0.0,30.0444,31.2357
2025-06-14,4.06,28.65,38.78,0.0,30.0444,31.2357
2025-06-15,3.92,27.19,36.45,0.0,30.0444,31.2357
2025-06-16,4.01,26.46,35.97,0.0,30.0444,31.2357
2025-06-17,3.32,27.88,36.53,0.0,30.0444,31.2357
2025-06-18,3.56,28.57,36.98,0.0,30.0444,31.2357
2025-06-19,2.94,28.28,37.09,0.0,30.0444,31.2357
2025-06-20,3.28,28.67,38.18,0.0,30.0444,31.2357
2025-06-21,3.39,28.91,37.9,0.0,30.0444,31.2357
2025-06-22,4.31,28.27,37.85,0.0,30.0444,31.2357
2025-06-23,3.82,27.55,36.1,0.0,30.0444,31.2357
2025-06-24,3.04,28.37,37.43,0.0,30.0444,31.2357
2025-06-25,3.36,28.64,37.18,0.42,30.0444,31.2357
2025-06-26,2.59,28.09,36.38,0.78,30.0444,31.2357
2025-06-27,2.36,29.1,37.46,0.74,30.0444,31.2357
2025-06-28,2.3,29.55,38.82,1.99,30.0444,31.2357
2025-06-29,3.21,29.53,38.93,0.82,30.0444,31.2357
2025-06-30,3.03,29.92,38.37,0.0,30.0444,31.2357
2025-07-01,3.32,31.27,38.45,0.09,30.0444,31.2357
2025-07-02,3.08,30.01,37.86,0.61,30.0444,31.2357
2025-07-03,2.28,30.81,39.33,0.66,30.0444,31.2357
2025-07-04,3.32,30.51,38.81,0.48,30.0444,31.2357
2025-07-05,3.42,29.81,38.9,0.0,30.0444,31.2357
2025-07-06,3.64,29.76,39.12,0.0,30.0444,31.2357
2025-07-07,3.19,30.07,39.98,0.0,30.0444,31.2357
2025-07-08,2.82,29.75,39.44,0.0,30.0444,31.2357
2025-07-09,2.51,29.31,38.64,0.0,30.0444,31.2357
2025-07-10,2.38,30.62,40.27,0.0,30.0444,31.2357
2025-07-11,2.45,30.24,39.01,0.0,30.0444,31.2357
2025-07-12,3.03,30.06,38.45,0.0,30.0444,31.2357
2025-07-13,3.73,29.38,38.07,0.0,30.0444,31.2357
2025-07-14,3.1,28.64,37.27,0.0,30.0444,31.2357
2025-07-15,2.16,29.19,37.49,0.0,30.0444,31.2357
2025-07-16,2.12,31.36,39.72,0.0,30.0444,31.2357
2025-07-17,2.24,32.55,40.74,0.0,30.0444,31.2357
2025-07-18,3.06,32.4,40.05,0.0,30.0444,31.2357
2025-07-19,3.12,30.66,38.75,0.0,30.0444,31.2357
2025-07-20,2.98,30.01,38.7,0.0,30.0444,31.2357
2025-07-21,2.98,30.74,38.98,0.0,30.0444,31.2357
2025-07-22,1.42,32.28,40.96,0.0,30.0444,31.2357
2025-07-23,2.43,33.45,42.14,0.0,30.0444,31.2357
2025-07-24,2.17,33.08,41.72,0.0,30.0444,31.2357
2025-07-25,2.75,33.12,42.03,0.0,30.0444,31.2357
2025-07-26,2.3,33.2,43.04,0.0,30.0444,31.2357
2025-07-27,2.86,33.87,42.66,0.0,30.0444,31.2357
2025-07-28,2.94,32.88,41.39,0.0,30.0444,31.2357
2025-07-29,3.45,31.41,40.13,0.0,30.0444,31.2357
2025-07-30,3.01,30.0,38.03,0.0,30.0444,31.2357
2025-07-31,3.48,29.49,37.0,0.0,30.0444,31.2357
2025-08-01,3.67,29.31,36.83,0.0,30.0444,31.2357
2025-08-02,2.78,29.7,36.61,0.0,30.0444,31.2357
2025-08-03,2.64,30.26,37.24,0.0,30.0444,31.2357
2025-08-04,2.56,30.02,36.93,0.0,30.0444,31.2357
2025-08-05,2.72,29.66,37.22,0.0,30.0444,31.2357
2025-08-06,3.53,29.63,38.86,0.0,30.0444,31.2357
2025-08-07,3.74,28.73,37.25,0.0,30.0444,31.2357
2025-08-08,2.9,29.91,37.91,0.0,30.0444,31.2357
2025-08-09,2.19,31.41,39.67,0.0,30.0444,31.2357
2025-08-10,1.85,33.12,41.7,0.0,30.0444,31.2357
2025-08-11,1.88,33.57,42.28,0.0,30.0444,31.2357
2025-08-12,3.8,34.12,43.33,0.0,30.0444,31.2357
2025-08-13,3.71,34.41,44.52,0.0,30.0444,31.2357
2025-08-14,3.93,33.69,43.94,0.0,30.0444,31.2357
2025-08-15,4.48,32.52,41.58,0.0,30.0444,31.2357
2025-08-16,4.04,30.23,37.94,0.0,30.0444,31.2357
2025-08-17,3.86,29.48,37.87,0.0,30.0444,31.2357
2025-08-18,3.43,30.7,39.77,0.0,30.0444,31.2357
2025-08-19,2.47,33.45,41.49,0.0,30.0444,31.2357
2025-08-20,3.96,30.87,38.12,0.0,30.0444,31.2357
2025-08-21,3.03,30.53,38.54,0.0,30.0444,31.2357
2025-08-22,2.86,30.73,39.32,0.0,30.0444,31.2357
2025-08-23,2.87,31.08,40.8,0.0,30.0444,31.2357
2025-08-24,3.53,30.59,40.14,0.0,30.0444,31.2357
2025-08-25,3.28,29.3,37.34,0.0,30.0444,31.2357
2025-08-26,3.09,28.56,36.54,0.0,30.0444,31.2357
2025-08-27,3.1,27.93,36.45,0.0,30.0444,31.2357
2025-08-28,2.52,28.32,35.53,0.0,30.0444,31.2357
2025-08-29,2.4,29.35,36.79,0.0,30.0444,31.2357
2025-08-30,2.49,29.33,37.43,0.0,30.0444,31.2357
2025-08-31,3.1,29.35,38.69,0.0,30.0444,31.2357
2025-09-01,2.73,31.43,39.01,0.0,30.0444,31.2357
2025-09-02,3.27,30.27,39.0,0.01,30.0444,31.2357
2025-09-03,2.59,29.14,36.76,0.0,30.0444,31.2357
2025-09-04,2.28,29.78,37.23,0.0,30.0444,31.2357
2025-09-05,2.52,31.06,39.43,0.0,30.0444,31.2357
2025-09-06,2.64,30.33,37.27,0.0,30.0444,31.2357
2025-09-07,2.9,29.27,36.09,0.03,30.0444,31.2357
2025-09-08,2.87,28.59,35.03,0.01,30.0444,31.2357
2025-09-09,2.53,28.05,35.23,0.0,30.0444,31.2357
2025-09-10,2.5,28.26,35.33,0.01,30.0444,31.2357
2025-09-11,3.47,28.51,35.79,0.0,30.0444,31.2357
2025-09-12,2.63,29.26,37.88,0.0,30.0444,31.2357
2025-09-13,1.92,29.59,37.79,0.0,30.0444,31.2357
2025-09-14,3.06,29.89,38.65,0.0,30.0444,31.2357
2025-09-15,2.91,28.74,36.43,0.0,30.0444,31.2357
2025-09-16,2.64,27.68,34.73,0.0,30.0444,31.2357
2025-09-17,1.98,28.33,35.28,0.03,30.0444,31.2357
2025-09-18,2.88,28.97,36.65,0.0,30.0444,31.2357
2025-09-19,3.1,27.83,35.19,0.0,30.0444,31.2357
2025-09-20,3.44,27.59,34.52,0.03,30.0444,31.2357
2025-09-21,3.17,27.01,33.75,0.0,30.0444,31.2357
2025-09-22,2.21,27.01,33.82,0.0,30.0444,31.2357
2025-09-23,2.34,27.65,34.97,0.0,30.0444,31.2357
2025-09-24,2.87,26.59,32.89,0.0,30.0444,31.2357
2025-09-25,2.39,25.71,32.47,0.0,30.0444,31.2357
2025-09-26,2.03,26.73,33.9,0.0,30.0444,31.2357
2025-09-27,2.37,27.04,34.59,0.0,30.0444,31.2357
2025-09-28,2.71,27.26,34.78,0.0,30.0444,31.2357
2025-09-29,3.28,27.58,35.48,0.0,30.0444,31.2357
2025-09-30,2.91,27.94,35.45,0.0,30.0444,31.2357
2025-10-01,,,,,30.0444,31.2357
2025-10-02,,,,,30.0444,31.2357
2025-10-03,,,,,30.0444,31.2357
